"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","30H4UDGLTCNJTIYC6J3ITUP1ZLTMPU","A1V02JOX9YXKF6","Submitted","Mon Jul 26 06:16:39 PDT 2021","Mon Jul 26 06:34:16 PDT 2021","Mon Aug 02 06:34:16 PDT 2021","","","","1057","0% (0/0)","0% (0/0)","0% (0/0)","8050"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","30LSNF2394015S7FJ6UE5OAR72H2I7","A353S70FJ3PWTY","Submitted","Mon Jul 26 06:01:22 PDT 2021","Mon Jul 26 06:12:50 PDT 2021","Mon Aug 02 06:12:50 PDT 2021","","","","688","0% (0/0)","0% (0/0)","0% (0/0)","4662"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","30LSNF2394015S7FJ6UE5OAR72HI2N","A3IV3ZGZYUA5XG","Submitted","Mon Jul 26 06:01:22 PDT 2021","Mon Jul 26 06:16:15 PDT 2021","Mon Aug 02 06:16:15 PDT 2021","","","","893","0% (0/0)","0% (0/0)","0% (0/0)","9842"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","30X31N5D6DVF495F1XH7F8ZCSOBASE","A2H1RXUC8XNNIW","Submitted","Mon Jul 26 06:22:21 PDT 2021","Mon Jul 26 06:36:00 PDT 2021","Mon Aug 02 06:36:00 PDT 2021","","","","819","0% (0/0)","0% (0/0)","0% (0/0)","2819"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","30X31N5D6DVF495F1XH7F8ZCSOBSAW","A1SN3PAC5VY3QQ","Submitted","Mon Jul 26 06:01:47 PDT 2021","Mon Jul 26 06:18:40 PDT 2021","Mon Aug 02 06:18:40 PDT 2021","","","","1013","0% (0/0)","0% (0/0)","0% (0/0)","5022"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","31EUONYN258KY5GK5BRURQ3OG9BOVY","A16EBF4F4KII8W","Submitted","Mon Jul 26 06:41:29 PDT 2021","Mon Jul 26 07:01:20 PDT 2021","Mon Aug 02 07:01:20 PDT 2021","","","","1191","0% (0/0)","0% (0/0)","0% (0/0)","9082"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","31EUONYN258KY5GK5BRURQ3OG9BVO5","A3EYQ04WV5G3LN","Submitted","Mon Jul 26 06:23:05 PDT 2021","Mon Jul 26 06:41:45 PDT 2021","Mon Aug 02 06:41:45 PDT 2021","","","","1120","0% (0/0)","0% (0/0)","0% (0/0)","3946"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","31T4R4OBO2LHEQILX8FNQCT45DJ7CQ","AZ1AVPLL0XRGO","Submitted","Mon Jul 26 06:00:59 PDT 2021","Mon Jul 26 06:19:42 PDT 2021","Mon Aug 02 06:19:42 PDT 2021","","","","1123","0% (0/0)","0% (0/0)","0% (0/0)","9106"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","31T4R4OBO2LHEQILX8FNQCT45DM7CT","A2F00J61V5RIUK","Submitted","Mon Jul 26 06:25:21 PDT 2021","Mon Jul 26 06:39:28 PDT 2021","Mon Aug 02 06:39:28 PDT 2021","","","","847","0% (0/0)","0% (0/0)","0% (0/0)","9040"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","323Q6SJS8SLLAR871JR0PV31GT7FHB","A39H1QLEQUY56L","Submitted","Mon Jul 26 06:01:48 PDT 2021","Mon Jul 26 06:18:48 PDT 2021","Mon Aug 02 06:18:48 PDT 2021","","","","1020","0% (0/0)","0% (0/0)","0% (0/0)","6647"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","323Q6SJS8SLLAR871JR0PV31GT7HFD","A123R7AGMJMYT7","Submitted","Mon Jul 26 06:01:00 PDT 2021","Mon Jul 26 06:17:56 PDT 2021","Mon Aug 02 06:17:56 PDT 2021","","","","1016","0% (0/0)","0% (0/0)","0% (0/0)","3881"
"3G4VVJO6Q8LLHA1FV5L1PX2ADFWPKE","39S3HZ8OHKWEOEI6YK521DURURI7SC","Solve easy math puzzles and share your opinion! 10 - 15 minutes effort.","5 fun math puzzles with survey questions.","problem-solving, math, game, bonus","$0.50","Mon Jul 26 06:00:53 PDT 2021","290","BatchId:4513028;OriginalHitTemplateId:920937340;","1200","604800","Mon Aug 02 06:00:53 PDT 2021","","","324G5B4FBDDXKYN5LSM3VBR3WON07R","A1YFFRRABDKJU5","Submitted","Mon Jul 26 06:01:50 PDT 2021","Mon Jul 26 06:15:30 PDT 2021","Mon Aug 02 06:15:30 PDT 2021","","","","820","0% (0/0)","0% (0/0)","0% (0/0)","1248"
